Notes:   Date: 2024-09-24 13:57:57
Wavelength C:/Users/javie/OneDrive - Scuola Superiore Sant'Anna/Documents/GitHub/PyOsaGui/temp/fas.csv (nm),Power Trace 1 (dBm),Power Trace 2 (dBm)
1504.215686274506,-19.232384419649676,-20.04883469108902
1504.2352941176432,-19.05193124452681,-20.015105628616496
1504.2549019607804,-19.28154600938851,-20.445293963446716
1504.2745098039177,-19.458428077388124,-20.502864506747276
1504.294117647055,-19.854516622257226,-20.04027865114952
1504.3137254901922,-19.811826510701277,-20.3267769988664
1504.3333333333294,-18.996495832654574,-20.33352080228583
1504.3529411764666,-19.328984282430074,-20.324154850250665
1504.3725490196039,-18.975370083725153,-19.64911252199662
1504.392156862741,-19.23770971205583,-20.470229208755786
1504.4117647058783,-18.959239526537825,-20.40486426149457
1504.4313725490156,-19.335948464062255,-19.800507803084887
1504.4509803921528,-19.07929913725617,-19.813662504491024
1504.47058823529,-19.594255349403635,-20.139094866306717
1504.4901960784273,-19.09022005919301,-19.946906472129232
1504.5098039215645,-19.645379485091055,-19.722912774343182
1504.5294117647018,-18.933677417534827,-19.707907061580936
1504.549019607839,-18.982751505937266,-20.413749932303492
1504.5686274509762,-19.510937620707452,-20.183374709981234
1504.5882352941135,-19.251090270928525,-19.923560684488116
1504.6078431372507,-18.842433442629677,-19.727560022049097
1504.627450980388,-19.61860187490941,-19.85946360637503
1504.6470588235252,-19.30849069647614,-20.2607247241207
1504.6666666666624,-19.05685429503056,-19.78219694464706
1504.6862745097997,-18.866875019646162,-19.741009696046717
1504.705882352937,-18.677038171472535,-19.514043952766666
1504.7254901960741,-18.893724008360234,-19.334856481315974
1504.7450980392114,-19.057126183213278,-19.915669169806122
1504.7647058823486,-18.743219400322477,-20.079791509793637
1504.7843137254858,-19.417546920478525,-20.00836222273728
1504.803921568623,-18.941603138413402,-19.79270040908766
1504.8235294117603,-19.301668861775696,-19.72429161999235
1504.8431372548976,-18.981085935353097,-19.53152629759202
1504.8627450980348,-19.114418763833548,-19.9415668183089
1504.882352941172,-18.56637200684959,-19.21033466544371
1504.9019607843093,-18.739299112341254,-19.92533632872857
1504.9215686274465,-18.57679576700383,-19.752704179943294
1504.9411764705837,-19.12276847850075,-19.840957210382644
1504.960784313721,-19.26391024401632,-19.777933631091944
1504.9803921568582,-19.256778388965053,-19.27115329521371
1504.9999999999955,-18.781731614429177,-19.18295606438545
1505.0196078431327,-19.04485924659433,-19.720187657639073
1505.03921568627,-19.269029316038978,-19.040378772093288
1505.0588235294072,-19.281415122581077,-19.023027537730727
1505.0784313725444,-19.1811611734403,-19.037633325282638
1505.0980392156816,-18.92551240495452,-18.991198194469703
1505.1176470588189,-18.928382667652578,-19.86040440263789
1505.137254901956,-18.965721026864166,-19.345640553362138
1505.1568627450933,-19.085347760311517,-19.385388731872702
1505.1764705882306,-18.433639609885162,-19.407457755891382
1505.1960784313678,-18.901878436451355,-19.759119254203046
1505.215686274505,-18.221934109089574,-19.501302376396172
1505.2352941176423,-18.399366454110424,-19.499920967966816
1505.2549019607795,-18.597180461332446,-19.186930618569857
1505.2745098039168,-18.495358670686002,-19.19154725524834
1505.294117647054,-18.80156860197701,-19.78301989640818
1505.3137254901912,-18.695649698956434,-19.62252446638892
1505.3333333333285,-18.569902343889403,-19.54995726757086
1505.3529411764657,-18.95452341093016,-18.772230909538024
1505.372549019603,-18.919418596862904,-19.652455573895526
1505.3921568627402,-18.2728230029151,-19.527824870708212
1505.4117647058774,-18.713789000979634,-19.157685219805217
1505.4313725490147,-18.40199553849877,-18.998545844922912
1505.450980392152,-18.70145455250579,-19.354573854151443
1505.4705882352891,-18.521250880031026,-19.164640898807363
1505.4901960784264,-18.54040909663609,-19.297461873612562
1505.5098039215636,-18.008235034436662,-19.07292881447442
1505.5294117647009,-18.49872408925112,-19.50190722701103
1505.549019607838,-18.321730771624004,-18.914456901676367
1505.5686274509753,-18.650141584125258,-18.86808746235493
1505.5882352941126,-18.588798316144768,-19.03059860375245
1505.6078431372498,-18.74941078443074,-18.946592800729366
1505.627450980387,-18.661506050858986,-18.910621130688018
1505.6470588235243,-18.268741201960605,-19.415692328512748
1505.6666666666615,-18.026489910151852,-18.98469711556211
1505.6862745097987,-18.358932346345355,-18.550477953621098
1505.705882352936,-18.489588435813275,-18.832759271491682
1505.7254901960732,-18.31614032951963,-18.933112547475808
1505.7450980392105,-18.42196206618818,-19.058182251732337
1505.7647058823477,-18.213804105696678,-18.913591735811757
1505.784313725485,-17.719119560429654,-19.317802193525797
1505.8039215686222,-18.359374925594384,-19.06479735229604
1505.8235294117594,-18.25912600154285,-18.695165853906772
1505.8431372548966,-18.31279866103934,-19.281012635178858
1505.8627450980339,-18.37873162059139,-19.242098830123226
1505.8823529411711,-18.555997961366927,-18.749254521781218
1505.9019607843084,-18.373440469817698,-18.79946564335785
1505.9215686274456,-18.220300168149194,-19.051310389216948
1505.9411764705828,-18.324256099613272,-18.42620467869222
1505.96078431372,-18.218477408911617,-18.874165597300742
1505.9803921568573,-18.04189634851187,-18.865012289611297
1505.9999999999945,-18.11912379771127,-18.602941395928248
1506.0196078431318,-17.670639911718066,-18.386926714101058
1506.039215686269,-18.312594323811073,-18.212605229633205
1506.0588235294063,-18.33667021833856,-19.08244495418498
1506.0784313725435,-17.719605671342233,-18.840879796721392
1506.0980392156807,-17.646422898982742,-18.460779291803085
1506.117647058818,-18.138217556346678,-18.613076779432994
1506.1372549019552,-17.89690625807301,-18.33354068723462
1506.1568627450924,-18.144156628474207,-18.336227524512655
1506.1764705882297,-17.484556457035044,-18.859905381246108
1506.196078431367,-18.21939620172324,-18.022269991329793
1506.2156862745042,-17.57054778887275,-18.440344747953997
1506.2352941176414,-17.325446606422652,-18.067340387052962
1506.2549019607786,-17.645188424787637,-18.80348842125107
1506.2745098039159,-17.244964551973165,-18.291837678255778
1506.294117647053,-17.81592871453681,-18.176684247216762
1506.3137254901903,-17.391318962655728,-18.364294996618447
1506.3333333333276,-18.013452061115373,-17.88669137385167
1506.3529411764648,-17.939884527022958,-18.788312815051494
1506.372549019602,-17.213168231265467,-18.710273902565486
1506.3921568627393,-17.887298534358894,-18.508990780111336
1506.4117647058765,-17.375055636136434,-17.983833777383747
1506.4313725490138,-17.99949580602463,-17.83966968671541
1506.450980392151,-17.711266593342128,-18.189084905295964
1506.4705882352882,-17.738991952171304,-18.297765224466737
1506.4901960784255,-17.572961805538338,-18.48347836550551
1506.5098039215627,-17.534630453477824,-18.70618299936823
1506.5294117647,-17.319201397473456,-17.727192758703044
1506.5490196078372,-17.675188470998556,-18.63191555255313
1506.5686274509744,-17.92591426585557,-18.581913101176507
1506.5882352941117,-17.717203934626284,-18.40898630010231
1506.607843137249,-17.52145400014043,-18.505451503554198
1506.6274509803861,-17.09732212154265,-17.764345230526498
1506.6470588235234,-16.969126765153582,-18.11631434040478
1506.6666666666606,-17.758698500097935,-18.033116982576693
1506.6862745097978,-17.785554678503996,-17.740167371904366
1506.705882352935,-16.920318568355672,-17.704770925074584
1506.7254901960723,-17.365378601394806,-18.307425168079256
1506.7450980392096,-17.214251121474526,-18.264937998457317
1506.7647058823468,-17.78405969427539,-18.45137702803439
1506.784313725484,-17.22965237350145,-17.556858982172187
1506.8039215686213,-17.548914663641426,-17.779824402349732
1506.8235294117585,-17.641425669334772,-17.832525754751153
1506.8431372548957,-17.009961078470116,-18.09787563315782
1506.862745098033,-16.8260984631626,-17.508654658751396
1506.8823529411702,-16.744874750920175,-17.610539693644352
1506.9019607843074,-17.10980786299824,-17.445667711648472
1506.9215686274447,-16.920101376995188,-17.875172506562063
1506.941176470582,-17.13770930847125,-17.595823145012794
1506.9607843137192,-16.645129340063505,-18.340297338957686
1506.9803921568564,-17.319137535485968,-17.475508146403232
1506.9999999999936,-16.608880554360162,-17.729032109579176
1507.0196078431309,-17.378016042895204,-18.257720507023127
1507.039215686268,-16.942190337612363,-17.633691649428503
1507.0588235294053,-17.129646274811584,-17.618305685404582
1507.0784313725426,-17.423378252631593,-17.821844396391405
1507.0980392156798,-17.14163453516783,-17.75145689936585
1507.117647058817,-16.84498983590867,-17.751183772101573
1507.1372549019543,-17.08462533158007,-17.71221688717094
1507.1568627450915,-17.407231161557178,-17.869607437645623
1507.1764705882288,-17.031102942686914,-18.094243043071735
1507.196078431366,-17.13198651799332,-17.52717341174066
1507.2156862745032,-16.43131220925282,-17.60944582390127
1507.2352941176405,-16.50252615441651,-17.64154184821425
1507.2549019607777,-16.750346089243315,-17.88322299826862
1507.274509803915,-16.57448442685938,-17.901539022290855
1507.2941176470522,-16.809693412684123,-17.117052704110822
1507.3137254901894,-16.92692959857802,-17.975088986247517
1507.3333333333267,-16.81330895594329,-17.64703321992104
1507.352941176464,-17.212225336164174,-17.333484136008103
1507.3725490196011,-16.57532223863119,-17.130624480402947
1507.3921568627384,-16.299173501433785,-17.94390318280821
1507.4117647058756,-16.53942527504279,-17.56543098153022
1507.4313725490128,-16.840279333458028,-17.139384145455526
1507.45098039215,-16.71255558188396,-17.561288216932752
1507.4705882352873,-16.185579364003477,-17.550088854267255
1507.4901960784246,-17.027335220922605,-17.419970132717282
1507.5098039215618,-16.582835993193235,-16.97357835108613
1507.529411764699,-16.398893709504307,-16.859399383025853
1507.5490196078363,-16.896516360117474,-17.19466035363141
1507.5686274509735,-16.869768160650086,-17.477929095504166
1507.5882352941107,-16.31529561351683,-17.61390770412487
1507.607843137248,-17.0027475904222,-17.366351164077376
1507.6274509803852,-16.198280199796535,-17.770063253535874
1507.6470588235225,-16.649934533566555,-17.68301823921799
1507.6666666666597,-16.62362351379514,-17.4209881695333
1507.686274509797,-16.566485634224062,-17.159756023814676
1507.7058823529342,-16.4285940497386,-16.882049108413693
1507.7254901960714,-16.086719264780463,-17.65650137357606
1507.7450980392086,-16.01320512175339,-17.652396046526192
1507.7647058823459,-16.788967423013272,-16.95041800421808
1507.7843137254831,-16.10798098712167,-17.61798853138084
1507.8039215686204,-16.171950063462017,-17.511024509373968
1507.8235294117576,-16.789804897224876,-16.998275263878202
1507.8431372548948,-16.62351943948337,-17.421876923129176
1507.862745098032,-16.416486046986584,-16.720211768781926
1507.8823529411693,-16.264393545088254,-17.045456511543623
1507.9019607843065,-16.07665655616104,-17.269061497005893
1507.9215686274438,-16.423684856734756,-17.178984782274682
1507.941176470581,-15.835909507402743,-17.413239025963136
1507.9607843137182,-16.416797333677565,-17.269349243579395
1507.9803921568555,-15.832611323591678,-17.329953050180972
1507.9999999999927,-16.209326037971564,-16.68210370997916
1508.01960784313,-15.984629030367987,-17.174860529426084
1508.0392156862672,-16.204874345052144,-16.64608544263768
1508.0588235294044,-16.144019962313614,-17.328215735448275
1508.0784313725417,-16.320035513190106,-16.874552592088694
1508.098039215679,-15.952935092423928,-17.221920094721288
1508.1176470588161,-15.837279409055306,-16.377296778890216
1508.1372549019534,-15.628247968969259,-16.361539291587594
1508.1568627450906,-16.154811150813774,-16.740244212246907
1508.1764705882279,-16.27734108562008,-16.828965488400133
1508.196078431365,-16.298922634433815,-17.282556396900258
1508.2156862745023,-15.913178362220101,-17.191500236239403
1508.2352941176396,-16.41070587479349,-16.308971102551105
1508.2549019607768,-15.696261011801973,-17.06710386787613
1508.274509803914,-16.444999668319184,-16.864935153149137
1508.2941176470513,-16.37855750016758,-16.246909462110406
1508.3137254901885,-16.167540672210503,-16.970448082625058
1508.3333333333258,-15.495401167695555,-16.449811953539452
1508.352941176463,-15.689945094661155,-16.943339594837205
1508.3725490196002,-16.1443365484681,-16.520894459592416
1508.3921568627375,-16.347750139201803,-16.257915050906814
1508.4117647058747,-16.235054311658132,-16.435122339778978
1508.431372549012,-15.611435246463703,-16.746959670892355
1508.4509803921492,-16.11517951703042,-16.933508647451497
1508.4705882352864,-16.24422375394569,-16.587369546688265
1508.4901960784237,-15.804558416204195,-16.916161122482485
1508.509803921561,-15.917937952187781,-16.078138972797504
1508.5294117646981,-15.509860224196373,-16.251444275560115
1508.5490196078354,-16.146139939712757,-16.994290875385005
1508.5686274509726,-15.978733548596967,-16.54787764682316
1508.5882352941098,-15.890802891033093,-16.075601884663563
1508.607843137247,-15.820214594473168,-16.666952442289517
1508.6274509803843,-15.252337398082204,-16.673444844692668
1508.6470588235215,-15.72696237066097,-16.481781167234953
1508.6666666666588,-15.854287585335737,-16.70606463968825
1508.686274509796,-16.075602204537738,-16.018733358588467
1508.7058823529333,-15.968550835132444,-16.512136705792596
1508.7254901960705,-15.581385812327078,-16.51125123558038
1508.7450980392077,-15.248024257687089,-16.831730607864824
1508.764705882345,-15.224599577989444,-16.002552381211824
1508.7843137254822,-15.240961057888864,-16.315051849426016
1508.8039215686194,-15.976249288786022,-16.088467647982576
1508.8235294117567,-15.547424320398516,-16.174293171734117
1508.843137254894,-15.812919210370584,-15.842918592834321
1508.8627450980312,-15.46970163177862,-16.7104768314204
1508.8823529411684,-15.743430497147983,-16.18949626757592
1508.9019607843056,-15.913020210423365,-16.012126822429757
1508.9215686274429,-15.514729467657737,-16.05652607872314
1508.94117647058,-15.581830473963851,-16.49178835351533
1508.9607843137173,-15.714236744530528,-16.14493153395834
1508.9803921568546,-15.223171715786403,-16.53739930634015
1508.9999999999918,-15.162498608311445,-15.896671016256745
1509.019607843129,-15.270327111042235,-15.81120035590987
1509.0392156862663,-14.985508334180626,-16.368253773932683
1509.0588235294035,-15.469270467061701,-16.240466011687953
1509.0784313725408,-15.710256024625231,-15.946105126586852
1509.098039215678,-15.761968199546835,-16.44781032239783
1509.1176470588152,-14.981963343578556,-16.018675365393523
1509.1372549019525,-15.623772223207286,-16.11049014642669
1509.1568627450897,-15.66624807763117,-16.437325168332
1509.176470588227,-15.234993571453845,-16.3652617270792
1509.1960784313642,-15.245617831836615,-16.110195975922213
1509.2156862745014,-14.974231110083574,-15.547069923255181
1509.2352941176387,-15.676058741033266,-16.40699702620454
1509.254901960776,-15.574576356006869,-15.811848581185545
1509.2745098039131,-15.374937731075821,-16.324968020755446
1509.2941176470504,-15.196316532934645,-16.116413259006105
1509.3137254901876,-14.923242035527661,-15.402955692315006
1509.3333333333248,-14.652216642650425,-15.848607474382556
1509.352941176462,-14.676147051281326,-15.387768107441364
1509.3725490195993,-15.407408966310317,-15.910617555606093
1509.3921568627366,-15.191193987846656,-15.554702397306311
1509.4117647058738,-15.486786356508386,-15.751612555608169
1509.431372549011,-15.088628981896926,-16.168633208425067
1509.4509803921483,-15.19656719243558,-15.929076650393673
1509.4705882352855,-15.049091195406072,-15.648753415522433
1509.4901960784227,-15.271357237365063,-15.97870033181462
1509.50980392156,-15.191626938973975,-15.355880903363575
1509.5294117646972,-14.896694457663541,-16.003786379538226
1509.5490196078345,-15.065882870179271,-15.984784123587483
1509.5686274509717,-14.907655961349404,-15.873426101802481
1509.588235294109,-15.366372538146937,-15.228948869329324
1509.6078431372462,-15.15110593333332,-16.016988926711182
1509.6274509803834,-15.335839886933407,-15.538102722859804
1509.6470588235206,-14.993397280357389,-15.273652053019935
1509.6666666666579,-14.364167293654095,-15.559039252385437
1509.686274509795,-15.083086335910496,-15.560614480058328
1509.7058823529323,-15.190664686967459,-16.033653457339046
1509.7254901960696,-15.245873879983769,-15.199910342735098
1509.7450980392068,-15.248300938666912,-15.881323567550146
1509.764705882344,-14.968431096904117,-15.714358959352708
1509.7843137254813,-14.354137675659674,-14.995447067061619
1509.8039215686185,-14.736526835138068,-15.163322185886358
1509.8235294117558,-15.186892626709234,-15.811754833817801
1509.843137254893,-15.136907327055166,-15.029277740815296
1509.8627450980302,-14.975733811892322,-15.605204812490049
1509.8823529411675,-15.027758362336682,-15.545051031992388
1509.9019607843047,-14.257519781821218,-15.517311260786524
1509.921568627442,-14.85228328686478,-15.38782717293436
1509.9411764705792,-14.927673022668541,-15.609127413492393
1509.9607843137164,-15.062051303333915,-15.258685199783002
1509.9803921568537,-14.346979190728572,-15.4468322731312
